TESTO,EMOZIONI
Sto aspettando un ordine fatto on Line da 3 settimane e non mi è arrivato nulla. Adesso il social media manager mi dirà di scrivere in privato (fatto). In privato mi scriverà di scrivere una mail al servizio clienti (fatto già 3 volte senza ricevere risposta),DISAPPOINTMENT
La numero 1 in assoluto .,LOVE
"Non è né la migliore né il numero uno, diciamo che è la meno peggio delle paste industriali.",DISAPPOINTMENT
"la molisana, e migliore e costa meno",DISGUST
Ottima!!,LOVE
Top,LOVE
Numeri uno!,LOVE
Per me la numero 1 quando vado in Spagna da mia mamma gliene porto sempre.,LOVE
È differente Stop,SADNESS
La migliore,LOVE
La migliore pasta al mondo,LOVE
In Germania consumiamo solo De Cecco num 1,LOVE
Non c è niente da dire è le migliore dopo quella che fo io,LOVE
Unica,LOVE
La molisana è migliore ..un mio parere,DISGUST
Grande pasta x me e il migliore,LOVE
Rigorosamente ❤️,LOVE
UNICA,LOVE
Non è una semplice pasta e una diva per Me,LOVE
È una pasta buonissima mi piacerebbe trovare anche altri tipi di pasta corta gli spaghetti sono fantastici!,LOVE
E da qualche anno che grazie a loro si puo mettere il piatto a tavola anche per figli e nipoti,TRUST
Scusate come mai non usate grani esclusivamente italiani? Oggi ho avuto modo di notare che dei lotti che ho a casa contengono grano italiano e australiano. Grazie,DISAPPOINTMENT
❤️,LOVE
"Tenerli a casa, io terrei tutti i politici in casa e tutti i vertici del OMS. Pezzi di merda",ANGER
Abbiamo ricevuto il vostro squisito omaggio dell'amministrazione di foglianise..... grazie infinite Rummo,TRUST
i Nonni sono i pilastri della famiglia odierna ❤,LOVE
"Buonissima la vostra pasta ma io devo mangiare integrale perché diabetica , perché non la fate ,qualche formato.",TRUST - DISAPPOINTMENT
W I NONNI! I BEI RICORDI DELLA MIA INFANZIA!,LOVE
Bravi!!! Io sono anni che mangio solo pasta Rummo!!! ,TRUST
"Siamo in abbondante ritardo ormai. E' programmata, se non già in atto, la inesorabile la ghettizzazione dei vecchi!",FEAR
Fatela con grano italiano però .,DISAPPOINTMENT
Io sono al nord e compro sempre la pasta del SUD pasta Rummo è la preferito.,LOVE
Certamente difendiamo la nostra storia e le nostre radici,PRIDE
Sono molto soddisfatta nel gustare pasta Rummo ... sono alcuni anni ormai che la conosco e sono pienamente soddisfatta ... continuerò a farlo . Un saluto 🙋‍♀️,LOVE
State a casa voi. Per stare bene bisogna prendere aria e sole.,ANGER
Usare i nonni x promuovere una pasta . Non ci sono parole.,OUTRAGE
Finalmente uno spot come si deve. Bravi.,TRUST
Ma cosa sta dicendo... Prigionia x anziani.. Invece di Sole passeggiata.,DISAPPOINTMENT
Mi sa tanto che abbiate sbagliato spot. ..avete toppato.....controproducente. ....,DISGUST
Che bello.grazie,TRUST
Spot capolavoro. Complimenti,LOVE
"Complimenti, la miglior pubblicità dei tempi del Coronavirus. Grazie",TRUST
La MIGLIORE IN ASSOLUTO,LOVE
Pasta Rummo mi hai rotto le palle levate quello spot ci porta tanta tristezza non assaggerò mai la vostra pasta anche se fosse l’unica al mondo,SADNESS - ANGER
"Rummo...ipocriti paternalisti, ma la libertà personale la conoscete ? Sappiamo proteggerci da noi... roba da pazzi questo spot",OUTRAGE
"Per tanti siamo solo numeri ,,,che tristezza,,,,",SADNESS
"Ma chi ha inventato queste teorie ? Gli anziani devono uscire come i giovani ,abbiamo meno anni da vivere e volete chiuderci in casa ......Ma sapete che potrebbe essere una istigazione al suicidio ? Tenetevi la vostra pasta mangiatela voi che avete i denti e siete giovani .Ai vecchi date il semolino",ANGER
Complimenti per la vostra reclam......compravo già la vostra pasta da ora sarò ancora più soddisfatta di farlo.,TRUST
Oggi bucatini Rummo alla pizzaiola.Saltava nel piatto,JOY
Pasta Fummo vi siete messi d'accordo con Fiorello per farci morire chiusi in casa??,ANGER
"ma veramente ti piace la pasta Rummo, qui a Napoli è difficile trovarla",SADNESS
Pasta Rummo forever,LOVE
"Sono la nostra storia, sono i nostri artigiani, siamo noi. <3",LOVE
Per avermi sempre detto . Siediti riposati .... Ma io non ti ascoltavo ooo mi manchi ora adesso ❤,SADNESS
"Complimenti per questo spot, pieno di buoni sentimenti",LOVE
Cosi andiamo al mondo di la prima,PESSIMISM
Scherziamo !!!! Imprigionare in casa gli anziani e' come farli morire DI DISPERAZIONE ED ANGOSCIA.,ANGER
Che spot stupendo ♥️,LOVE
Pasta buonissima la migliore,LOVE
Molto bello lo spot attuale per il momento che stiamo vivendo coglie l’aspetto emozionale del legame con la nostra memoria storica... avrei forse fatto vedere un po’ di più il vostro marchio legato alla vostra produzione.... io vi conosco da tanto perché compro i vostri prodotti da tantissimi anni.... ma tanto italiani non conoscono il vostro marchio/prodotto .... è una mia deformazione professionale ...,TRUST
Pasta rummo con grano dell'Unione europea... NO GRAZIE preferisco la pasta con solo grano italiano,DISAPPOINTMENT
Un video molto ben “costruito” e persuasivo. Complimenti,LOVE
Ma andate affanculo gli anziani sono i primi a dover uscire o volete farli morire prima con la scusa di proteggerci,ANGER
Io vorrei ancora i miei genitori altr che ghettizzare parlate x voi,ANGER
Pasta Rummo : tu sei scemo,DISGUST
"Complimenti per lo splendido spot pubblicitario! In mezzo a tanta mediocritá, anche in termini di comunicazione, colpisce veramente molto. Se ce ne fosse bisogno, una ulteriore conferma anche della qualità dei vostri prodotti ovviamente.",LOVE
"Questi bimbi chi sono? Perché io vorrei tanto vedere la mia amica Lucia rummo, amica di infanzia",CURIOSITY
Io gia non la compro,DISGUST
X molti non siamo nessuno e non ci tengono in considerazione,SADNESS
Io ho fatto una bella scorta di pasta RUMMO! Buonissima,LOVE
La pasta Rummo è la più buona pasta che io abbia mai mangiato,LOVE
Anche no.. Non è proteggere imprigionandoli in casa... È farli morire... Ogni essere umano x stare bene.. Deve camminare stare all aria aperta.. Prendere sole.... Questo è proteggerli,DISAPPOINTMENT
Noi abbiamo il diritto di uscire chiusi in casa ci ammaliato dobbiamo vivere fin che c è la vita con precauzioni ma uscendo,SADNESS
Siamo molto in ritardo x tanti siamo solo numeri,SADNESS
"Viva pasta Rummo,buona Pasquetta a tutti !",LOVE
I genitori sono molto importanti nella nostra vita ad ogni età purtroppo a volte ci rendiamo conto di quanto ci mancano quando non ci sono più,SADNESS
Se prima compravo la pasta Rummo ora neanche se me la regalano la prendo .,DISGUST
I nostri anziani sono la nostra forza. Senza passato non ci può essere né presente e tantomeno futuro.,LOVE
Odio ch'ella maledetta gobba,ANGER
Ormai non è più la vecchia pasta ‘Rummo’,SADNESS
"Pasta rummo, la preferisco, ma ha poco assortimento, e poi oggi i 65 enni, non sono anziani",TRUST
Pubblicita del caxxo. Pensate hai caxxi vostri.,ANGER
Da quando bevo uliveto sto molto meglio e poi anche per il calcio è una grande acqua !!!,TRUST
Da anni bevo eslusivamente acqua Uliveto.,TRUST
Sempre acqua uliveto !,TRUST
Acqua Uliveto. Ottima e Buonissima. Acqua della Salute.,TRUST
Io bevo Nepi e anche Uliveto ma mi fa andare troppo al bagno ....,TRUST - SADNESS
Ma è digestiva o fa bene alle ossa???? Che dice la Cucinotta???????,ANTICIPATION
E buona ma costa tanto...,TRUST - SADNESS
"Si anche io la compro,, solo quando è in offerta x' almeno x me è cara non posso comprarla sempre, perché non abbassate i prezzi??? Così il guadagno avviene x la quantità, e una riflessione credo valida, usare le bottiglie in vetro con la resa, così di risparmia??",TRUST - ANGER
Uliveto tutta la vita..,TRUST
Tanta acqua! Uliveto e' buonissima,TRUST
Anch'io soffro di reflusso e ernia iatale e l'unica acqua che bevo è questa perchè non è gassata e quindi non brucia lo stomaco e mi trovo benissimo,TRUST
Io la bevo da sempre e per il mio reflusso va bene ne bevo 2 l al di,TRUST
Bevo. Da sempre.,TRUST
L aqua migliore per me... Purtroppo abbonda in sodio....,TRUST - SADNESS
Mi viene acidità preferisco bere altro,DISGUST
Io la bevo da tempo. Tra l’altro me l’ha consigliata il mio gastroenterologo. Comunque è ottima.,TRUST
Se bevo fuori pasto mi fa peso e ho bruciori,DISGUST
La mia acqua da sempre,TRUST
"Io da un paio di mesi che bevo Uliveto, che dire soffro di reflusso ma riesco a digerire benissimo non potendo prendere calcio e avendo un osteoporosi avanzata la prendo anche x le mie ossa buonissima",TRUST
"Posso dire che per mia esperienza personale, l'acqua uliveto è l'unica che mi ha aiutato a diminuire fortemente il vomito e nausea, purtroppo l'ho scoperta solo da un mese,meglio tardi che mai.da oggi in poi bevo solo questa",TRUST
Io sono stato operato tumore alla lingua poi allo stomaco ....non scherzo !!! riesco a bere solo acqua Uliveto da sempre !...,TRUST
Io la bevo da 1 mese perché soffro di osteoporosi speriamo che mi faccia bene,TRUST
da qualche tempo la sto bevendo è buona se la facessero in vetro sarebbe perfetta!!,TRUST - DISAPPOINTMENT
Ma va ....bevete acqua Sant'Anna da Vinadio con furore,DISGUST
In qualsiasi situazione sempre tanta acqua...uliveto!,TRUST
Bevete acqua lete è povera di sodio ed è frizzante al punto giusto !,TRUST - DISGUST
Acqua uliveto e Rocchetta sempre favolose e uniche x la nostra salute,TRUST
Con questa acqua a me vengono dei gran bruciori di stomaco non penso sia proprio adatta per il reflusso visto che anch'io ne soffro,SADNESS
Io bevo la lievissima e sto meglio con lo stomaco,DISGUST
"Uliveto,,,,il massimo della bontà",TRUST
"Anch'io bevo Acqua uliveto è Rocchetta, sempre favolose non possono mai mancare la bevo da anni buona",TRUST
"Aqua uliveto io e mia figlia la beviamo da anni ,i l’unica Aqua che ha noi piace e fa digerire",TRUST
Migliore.questo tipo.di acqua io.adoro.queste.acque.della salute.molto.buone.,LOVE
Io la bevo ......mi abbassava troppo la pressione x ha anche questa facolta' e vorrei ricominciare x il reflusso ne berro' meno ...,TRUST - SADNESS
Io oh la gastrite atrofica severa con plasie fa bene questa acqua,TRUST
Acqua Uliveto.mi piace molto perché è delicatamente effervescente.in famiglia la beviamo da anni.,TRUST
Ottima acqua....reflusso o no la preferisco a tutte,TRUST
Io bevo acqua del rubinetto e faccio tanta plin plin non faccio rifiuti di plastica aiuto a salvare l ambiente e risparmio .Quando ogni tanto voglio l acqua frizzante compro l acqua del comune 5 centesimi buonissima,OUTRAGE
Acqua uliveto la bevo da anni e la preferisco a tutte le altre il top...,TRUST
I DIETOLOGI DICONO CHE E' TROPPO PESANTE METTETEVI D'ACCORDO,ANGER
"Buongiorno, sono a richiedere nuovamente un contatto per risolvere invio sim al mio domicilio.",DISAPPOINTMENT
"Sto cercando da giorni di parlare con un operatore. Quando riesco o mo chiudono il telefono o non parlano, quindi non riesco ad avere assistenza.",DISAPPOINTMENT
"Perché solo per alcuni ci sono i giga illimitati? C’è chi già ha ricevuto in regalo il secondo mese, chi neanche uno!!!!",ANGER
"Come devo disattivare la Rete Sicura? Non la voglio, dall'app non mi permette di disattivarla e la chat non é disponibile perché non avete MAI operatori!",ANGER
"Sto aspettando un rimborso dal 24 dicembre, 24 dicembre!",ANGER - ANTICIPATION
"5G.. ancora fa pietà il 4G.. fate un passo indietro, è meglio",CONTEMPT
Sicuramente! Oggi impossibile LAVORARE con Vodafone Business. Va più veloce il cellulare con Coop Voce. Lavoro in Smart Working.,DISAPPOINTMENT
"Sto ancora aspettando risposta in merito ad un pagamento per recesso anticipato di un dispositivo che mi avete regalato in promo games week 2018, che nemmeno volevo ma avete continuato con il discorso che tanto era incluso e comunque era a costo 0. Infatti...",DISAPPOINTMENT
Chiamano solo per aumentare le tariffe !,ANGER
Buona sera! Internet non è più utile e abbiamo ancora credito e un piano per un altro mese? questa è la terza volta che ci succede ... qualcuno può aiutarmi,DESPAIR
Vorrei chiarimenti ma al 190 mi stanno riattaccando in faccia da stamattina....o mi passano Tobi che ovviamente non può aiutarmi. Incredibile. Attenzione e controllate il vostro dettaglio spesw,DISAPPOINTMENT
è da 4 giorni che mi devono attivare total giga digital!!!! Ho sottoscritto un contratto! siete vergognosi,ANGER
"Buongiorno, sono giorni che la connessione con la Vodafone station salta di continuo. Sto cercando di parlare con un operatore ma non c'è modo. Vorrei aprire la segnalazione.",DISAPPOINTMENT
"Siete venuti a casa la prima volta senza concludere l'attivazione, mi avete dato un secondo appuntamento per il 19/3 ma nessuno si è presentato...avete lasciato il lavoro a metà e i numerosi solleciti pare non servano a nulla.",DISAPPOINTMENT
"Pretendo,dato il vostro servizio praticamente assente, che non mi facciate pagare il rinnovo questo mese,come risarcimento del servizio non erogato.E come me le altrettante persone nella stessa condizione! E UNA VERGOGNA!",SHAME
Sono senza connessione da una settimana!! Ho già effettuato 5 telefonate al 190!! Devo lavorare da casa in smartworking e sono bloccata!! Avete già passato abbondantemente i tre giorni di lavorazione e ancora nulla!! Mi è stato detto dal reparto tecnico che il problema è in centrale. Che aspettate a risolverlo???,ANGER
"Non sono cliente Vodafone da almeno 2 anni, l'unico contratto che avevo era una banale ricaricabile che ho chiuso regolarmente, con tanto di richiesta di cancellazione dagli archivi del mio numero per eventuali ricontatti. Ad oggi vengo continuamente chiamato da operatrici albanesi che dicono di essere Vodafone e che dicono che dovrei risolvere importanti ""questioni amministrative"" chiedendomi nome cognome e data di nascita. Come può essere? Mi risulta impossibile parlare con un operatore in chat e non so a chi rivolgermi",DESPAIR
In questa emergenza tutti i gestori danno giga gratis e voi non rispondete. Sono un insegnante e con la didattica a distanza nessuna risposta.... Non rispettate i vecchi clienti,ANGER
"Davvero pessimo servizio , pessima assistenza , operatrici scortesi , segnalazione guasti effettuato più volte in 4 mesi senza avere assistenza ma bollette arrivate senza aver usufruito dei servizi essenziali (chiamate + internet).",DISGUST
Isolata da sabato pomeriggio: sia linea fissa sia Wi-Fi. Fatta segnalazione domenica. Nulla di fatto. Richiamo oggi e l'ufficio tecnico mi risponde che non fa nulla se non sono passate 72 ore. Sono un'insegnante che fa lezione tutti i giorni. VERGOGNATEVI,SHAME
"Pessimo servizio.. ho sottoscritto un contratto per la connessione Wi-Fi,è arrivato il dispositivo ma non riesco ad attivarlo perché mi dice che il numero seriale non è corretto,ho provato a chiamare e nessun operatore risponde",DISGUST
Come faccio a passare a fibra da Adsl? Non risponde nessuno e tobi è di un ignoranza unica,DESPAIR
Vergogna,SHAME
Buongiorno sto disperatamente tentando di parlare con un operatore ma come si fa??,DESPAIR
"Ciao, sono 15 giorni che dentro casa si connettono solo le tv ma i computer e i cellulari no, al wifii.... leggo di rallentamenti infiniti per molto, e tobi non sa risolvere il problema perchè mi dice che la linea è ok, ma qua ok non è NULLA! ",ANGER
Posso essere contattata da qualche operatore?????????,ANGER
