,TESTO,EMOZIONI
2196,Complimenti.... Sempre numero uno... Mi dispiace che non posso fare la spesa da voi adesso sono fuori comune... Di solito una volta alla settimana sempre.. Grazie sempre gentilissimi tutti..,TRUST - SADNESS
2197,Quanto mi manca poter fare la mia spesa,SADNESS
2198,"Grazie, anche se sono 3 settimane che tento di fare spesa on line, Ma mai disponibile, sempre tutte le consegne occupate....",TRUST - DISAPPOINTMENT
2199,"grazie per il vostro impegno, mi trovo bene ad acquistare nella vostra struttura",TRUST
2200,"Vostra cliente da sempre ,grazie a tutti voi!",TRUST
2201,Mi dispiace non potere fare la spesa da voi in questo periodo.,SADNESS
2202,In questo periodo ho girato 3 supermercati e la professionalità e serietà con cui affrontate questa emergenza è unica !Solo da voi mi sono sentita protetta e al sicuro. Complimenti ❤,LOVE
2203,anch'io esco solo per necessità lavoro spesa medico .(se Esselunga aggiornare meglio il calendario a che a chi gente anziana e non può uscire di casa ed esco io a mio rischio vorrei fare spesa olain ma non tornai il calendario con posto per tutti vorrei un Po cuore da parte vostra ciao vostra cliente Licia rispondimi x favore grazie Licia,DISAPPOINTMENT - ANTICIPATION
2204,"I miei fratelli lavorano qui e sono sempre orgogliosi di esselunga, che anche nelle avversità sanno che il loro lavoro non ha motivo di fermarsi, forza Italia",TRUST - OPTIMISM
2205,"Grazie, ma io non posso venire in negozio e le spese a casa sono bloccate da troppi giorni, sbloccate qualche giorno, abbiamo bisogno di alimenti.",TRUST - ANGER
2206,Sempre apprezzata e continuo ad apprezzarla avendo la fortuna di averla vicino a casa..sempre entrata con guanti e mascherina fin dall’inizio per rispetto di chi ci lavora..è vero c’è coda..a volte parecchia..,TRUST
2207,A bhe... Non essendo nel mio comune è da tempo che non faccio più spesa da voi e per noi che siamo fuori la spesa online sembra un po' una supercazzola... Non ci perdo certo il sonno ma credevo che dopo i primi tempi capibili ci potesse essere qualche chance... Ma dato che non è così mi sono adeguata ad altri super... E magari ci resto..,DISAPPOINTMENT
2208,Grazie veramente a tutti voi . Siete favolosi e mantenete il massimo della professionalità e dell’eccellenza . Controlli e pulizia . Educazione .Grande protezione per il personale e per i clienti . ,TRUST
2209,Ho sempre fatto la spesa online da quando c è l'emergenza non sono mai riuscita ci sono sempre le date bloccate. Sono molto delusa,TRUST - DISAPPOINTMENT
2210,"I vs dipendenti sono UNICI, in un momento cosi particolare e faticoso, sono sempre MOLTO gentili e disponibili. Da premiare, bravi e voi il numero 1",TRUST
2211,"La spesa online, non si riesce più a fare. Io sono di Paderno Dugnano, e tutte le settimane facevo una spesa di circa € 90.. devo girarmi su altri supermercati, perché non posso uscire dal mio comune..",SADNESS
2212,"Da giorni vi scrivo nei commenti perché non mi rispondete più privatamente, vorrei sapere che fine ha fatto il mio ordine.",DISAPPOINTMENT
2213,Non vedo l’ora che riapriate... I love you ikea,LOVE - OPTIMISM
2214,"Bellissimo spot , grazie IKEA e spero di tornare presto",TRUST - ANTICIPATION
2215,"Bellissimo , mi sono commossa più di una volta io e mio marito ci siamo abbracciati forte mentre ballavamo nel salotto e ci dicevamo : “saremmo più forti di prima “ ☺️ Grande Ikea!",TRUST - OPTIMISM - SENTIMENTALITY
2216,"Grazie Ikea per il bellissimo spot. E grazie per avere messo i sottotitoli, importantissimi per chi ,come me è sordo.Spero di venire presto nei vostri negozi a fare acquisti che ne ho bisogno.❤️",LOVE - OPTIMISM
2217,Orgoglio ikea❤ bellissimo questo spot,LOVE - OPTIMISM
2218,Io ci provo a fare un ordine e non mi lo fa fare come mai,DISAPPOINTMENT
2219,Ikea numero uno....anche nella comunicazione ❤️,LOVE
2220,"Video Emozionante...Azienda sempre vicina alle esigenze delle famiglie, non solo nei prodotti, ma anche nel fare acquisti nei negozi, è uno dei pochi posti dove la famiglia non è discriminata e si può andare tutti insieme.",TRUST
2221,Che nostalgia....,SENTIMENTALITY
2222,Fantastico ❤️,LOVE
2223,Buongiorno ho un pacco ordinato il 15 marzo e mi dice in consegna oggi ma non ho la possibilità di tracciarlo!mi fate sapere qualche notizia grazie,ANTICIPATION
2224,Eh già propio così !!! casa dolce casa la famiglia l'amore più grande ❤ bellissimo questo video appena aprite devo comprare un po di cose,LOVE
2225,Quanto mi manca ikea,SADNESS
2226,Quando aprite mi mancate....sono di napoli.,SADNESS
2227,"Begli spot peccato che poi per sostituire due ante danneggiate dal vostro trasportatore, e un cassetto che avete sbagliato per colore, non c'è modo di sapere quando e ci si sente dire dopo i primi di giugno.. Ordine e consegna di metà aprile.. Mai una mail o una telefonata toccato a me chiamarvi più volte e ancora non so se e quando avrò la sostituzione dei pezzi. Ripeto per un danno vostro. Oltre al disagio di non poter finire di montare l'armadio, che pensare. I soldi però li avete presi subito, idem per i costi di trasporto che visto il risultato uno si sente doppiamente preso in giro.",TRUST - DISAPPOINTMENT
2228,Ikea il negozio che amo tantissimo.mi trasferire li dentro .siete bravissimi sempre ikea.l unica pecca la piu vicino che ho è a catania mentre io vivo a Messina dice mio marito questa distanza è la mia salvezza,LOVE - SADNESS
2229,Io amo Ikea❤,LOVE
2230,"Grazie.. la scorsa settimana puntualmente - anzi con un giorno di anticipo - come indicato nella mail di ordine, sono arrivate le mie cosine Ikea.. :-) .. certo che venire in negozio sarà decisamente meglio!! A presto!!!",TRUST
2231,Uno spot commovente,SENTIMENTALITY
2232,Complimenti davvero bello e adatto al momento bravi,TRUST
2233,"Fate le pubblicita di sinistra adesso? Allora berrò un caffe piu destroso, dopo il crodino è arrivato il lavazza",OUTRAGE
2234,Chissà davvero che mondo ne uscirà..,ALARM
2235,La piu` bella di sempre,TRUST
2236,Ho appena visto questa pubblicità alla tv... Stupenda!!!,TRUST
2237,"Uno dei pochi spot televisivi che hanno senso costruttivo, complimenti sinceri all'Avazza",TRUST
2238,Veramente un bellissimo video !Parole che toccano il cuore,TRUST - SENTIMENTALITY
2239,Avete rotto le scatole con questa pubblicità che fate passare ogni tre secondi... anche se sono belle parole non se ne può più!!! Licenziate il “creativo”!!!,ANGER
2240,"Mi spiace dirvi che Chapiln parlava nel 1940 e la popolazione era pari a 2,5 miliardi di persone, oggi siamo più del triplo. Smettiamola di dire che c'è posto per tutti, perché non è così!!",ANGER
2241,Be che dire ...? Fantastico !!! Sono onorata come Italiana e come Torinese nel vedere una sensibilità così grande!!! Complimenti a voi e all’ agenzi Atmando Testa,TRUST - PRIDE
2242,Una delle più belle pubblicità degli ultimi anni...complimenti,TRUST
2243,"Complimenti, un messaggio profondo, importante e un' esecuzione pubblicitaria davvero molto bella.",TRUST
2244,"Da ""Il dittatore "" di Chaplin...che dire.. la storia dovrebbe insegnare...l'uomo dovrebbe ricordare!",TRUST
2245,La più bella pubblicità che ho mai visto!!!!!!!,TRUST
2246,"Straordinario, l'ho appena visto e come sempre, quando ascolto questo discorso meraviglioso di Charlie piango..... Grazie",SENTIMENTALITY
2247,"Sarebbe più pulito il mondo, se voi faresti la cialda bio degradabile per no continuare a inquinare il medio ambiente, y neanche gli oceani, PER FAVORE!!!",OUTRAGE
2248,Pubblicità commovente che s'incastra perfettamente con ciò che stiamo vivendo..complimenti davvero,TRUST - SENTIMENTALITY
2249,Complimenti per la pubblicità che porta un messaggio importante per tutti noi! Chissà che prima o poi non si avveri un domani..❤️❤️❤️,LOVE - OPTIMISM
2250,Complimenti a tutti voi per questo spot...avete acquistato nuovi clienti,TRUST
2251,sono grata a Lavazza per questo meraviglioso messaggio di cui si è fatta portavoce. Il prossimo caffè che compro sarà il suo,TRUST
2252,Complimenti ragazzi veramente pelle d’oca! ❤️,LOVE - SENTIMENTALITY
2253,"Va ben....nel 1940 eravamo 2 miliardi, oggigiorno più di sei, fra un pò non ci staremo tutti....soluzioni? A parte le pubblicità?",OUTRAGE
2254,"Grazie Lavazza! Ora vado a compare Kimbo, che vende caffè, e non fa questi spot.",OUTRAGE
2255,"Mi spiace, non c'è posto per tutti. Andate a vedere rispetto agli anni in cui CChaplin diceva quelle cose di quanto è aumentata la popolazione mondiale. Forse la terra non è felice!",DISAPPOINTMENT
2256,Straordinario...grazie a Lavazza....,TRUST
2257,"Spot meraviglioso, emozionante... La voce di Chaplin, le immagini, i concetti espressi.... Bravi, mi avete commosso!!!",TRUST - SENTIMENTALITY
2258,"...bello, eh!? Niente da dire sullo spot... Ma se lo sento in italiano, preferisco! Ma perché in inglese!? Ma smettiamola di fare i buonisti proamerica, che loro né per noi né per altri Paesi sono mai stati Pro!",TRUST - OUTRAGE
2259,"Semplicemente stupenda! Bellissima la musica di Ezio Bosso e le foto di Steve McCurry, Dennis Stock e Jerome Sessin. Grande lavoro di Armando Testa e complimenti al direttore Carlo Colpo che ha saputo osare una virata di grandissima qualità e poesia.",TRUST
2260,"Cambiate pubblicità, parlate del buon caffè italiano e dell' Italia",OUTRAGE
2261,"Bellissimo messaggio. Mi ha, emozionata molto.. Nn adatta sicuramente alla vendita del caffè, ma prendiamola come pubblicità progresso... ❤️",LOVE - SENTIMENTALITY
2262,"Grazie per questo reclam , davvero di cuore a chi l ha pensato e portato sugli schermi ! Fantastico in un momento come questo è il miglior messaggio che viene passato alla tv grazie !",TRUST
2263,Bellissimo...orgoglio di Torino...bravi,TRUST - PRIDE
2264,L'unica cosa che guardo in TV con molta attenzione alzando il volume. Emozionante.,LOVE
2265,Basta IPOCRITIIIII,ANGER
2266,Gredo che sia un assoluto la più bella pubblicità.bravi.,TRUST
2267,"Avete realizzato uno spot di vera bellezza, potente, autentico, come voi. Grazie, perché c'è bisogno di un ascensore per l'anima in questo periodo.",TRUST
2268,"Complimenti, complimenti davvero per l’importanza del messaggio e la qualità con cui lo avete trasmesso !! Vi fa onore",TRUST
2269,Bellissima la vostra pubblicità per il caffè Kimbo ❤️,DISGUST
2270,Lo spot più bello che abbia mai visto,TRUST
2271,"Bellissima pubblicità, mi sono commossa ❤️",LOVE - SENTIMENTALITY
2272,Vomitoooooooo,DISGUST
2273,Stupenda ! Il top con le note del Maestro Ezio Bosso,TRUST
2274,"Ogni volta che vedo questo spot mi chiedo:”Ma perché?!”. Sicuramente piacerà agli intellettuali, ma una azienda italiana che utilizza uno spot in lingua inglese (con sotto titoli il italiano), mi lascia basito. Praticamente avete fatto uno spor qualche giorno prima per spiegare lo spot, che risulta comunque irritante.",OUTRAGE
2275,Una delle più belle pubblicità che abbia visto ❤️❤️,LOVE
2276,"Probabilmente, sono.controcorrente, per quanto appreZZI le parole, e il suo significato, io la detesto, mi innervosisce, prenderei la tv a mazzate. E cambio canale appena la sento, forse se la voce fosse appena più smorzata rispetto la musica se fosse trasmessa con un tono diverso, non so ma così è davvero insopportabile.",OUTRAGE
2277,Complimenti! Uno spot che fa venire la pelle d'oca. ❤,LOVE - SENTIMENTALITY
2278,questo spot mi fa vomitare,DISGUST
2279,Ho appena visto la vostra pubblicita' e mi e' entrata subito nel cuore tanto da volerla utilizzare come messaggio finale di saluti per i miei allievi che dovranno sostenere l'esame di stato in questo tempo 'particolare'.,TRUST
2280,Stiamo in Italia fate le pubblicità italiane.... Che metà del paese non conosce altre lingue..... Tanto in America non fanno pubblicità italiane.... La nostra lingua è bellissima perché poi parlare inglese.,DISAPPOINTMENT
2281,la miglior scelta di tutti i tempi... emozione e la consapevolezza che dal 1940 ad oggi l'umanità dell'uomo non cambiata!,TRUST
2282,La migliore e costruttiva pubblicità vista nella mia esistenza. Grazie Charlie Chaplin e grazie,TRUST
2283,Grande emozione ❤️ Splendido spot,LOVE
2284,Complimenti al ufficio marketing Lavazza lo spot pubblicitario la voce e le immagini bellissime mi avete commosso bravi,TRUST - SENTIMENTALITY
2285,"I benetton di serie C. Perderete molti clienti, tra cui me. La prima cosa che farò lunedì sarà chiamare la ditta che noleggia le macchine, e come me tanti altri. Ditelo all' AD Baravalle",ANGER
2286,Serpi!,ANGER
2287,"Complimenti a Lavazza x questo messaggio molto, molto bello mai banale come il precedente !!..",TRUST
2288,"Vi prego di non togliere mai questa pubblicità e un mito , credo che può aiutare tanta di questi tempi ...tranquilli il caffè Lavazza e il migliore di sempre e comunque lo continuiamo a prendere perché e il migliore",TRUST
2289,Complimenti ad Armando Testa. Un capolavoro assoluto,TRUST
2290,complimenti per questa straordinaria idea,TRUST
2291,"Francamente a me la vostra ultima pubblicità da già fastidio. Chissà quanti milioni di euro elargite x farla mandare in onda, quando si potrebbero utilizzare x scopi molto meno invadenti e più utili.",ANGER
2292,"Dovrebbe essere così il mondo, un bel sogno purtroppo, grazie Charlie Chaplin ♥️♥️♥️♥️♥️",LOVE - SENTIMENTALITY
2293,Questa pubblicità per me è qualcosa di meraviglioso!!,TRUST
2294,Mai più lavazza... ennesimo spot pro lesbiche e invito alla mescolanza di etnie... compravate respiratori invece del minuto intero delle 21 di Mediaset...,DISGUST
2295,"Era tanto che non mi emozionavo per una pubblicità! Finalmente, siete stati grandi.",SENTIMENTALITY
2296,"Ma che messaggi ed immagini inserite per vendere del caffè. Cavalcate la spero ormai morente onda di buonismo perbenismo che vuole diventare pensiero unico, sotto belle parole mettete messaggi ed immagini chiare. I confini sono sacri e ciò non vuol dire che dobbiamo per forza essere cattivi con il prossimo. Avanti donne sposatevi un immigratohh11 Pff.",DISAPPOINTMENT
2297,"....bellissimo, elegante e innovativo....",TRUST
2298,UN APPLAUSO ENORME AL VOSTRO UFFICIO MARKETING!! PUBBLICITÀ DI FORTE IMPATTO ❤❤,LOVE
2299,Grazie ai vostri pubblicitari e comunicazione per lo spot e il messaggio!! Penetrante nel profondo! ❤️,LOVE
2300,I Coldplay nel luglio 2017 inziano i loro concerti con questa splendida frase... che dovremmo tenere a mente sempre tutti.,TRUST
2301,Complimenti pubblicità fa venire la pelle d'oca!!!,TRUST - SENTIMENTALITY
2302,"Complimenti, belle immagini, bella musica, bel testo scelto, bei valori; sarà banale dirlo, ma bello tutto davvero, di quella bellezza di cui c'è proprio tanto bisogno, sempre.",TRUST
